# {"t_start": 1682494354.601516, "env_id": "Craft-single-M1-v0"} 
r,l,t
1.0,67,12.483036
1.0,57,12.485342
1.0,81,12.488601
1.0,83,12.491929
1.0,580,12.514872
1.0,80,12.518125
1.0,74,12.521073
1.0,35,12.522526
1.0,114,12.52711
1.0,106,12.531393
1.0,250,12.541321
1.0,41,12.543014
1.0,101,12.547062
1.0,29,12.548266
1.0,33,12.549633
1.0,65,12.55227
1.0,41,12.553958
1.0,41,12.555636
1.0,152,12.561753
1.0,47,12.563671
1.0,54,12.565907
1.0,55,12.568159
0.0,328,12.581177
1.0,121,12.586017
1.0,414,12.602498
1.0,43,12.604282
1.0,63,12.606816
1.0,83,12.610154
1.0,196,12.617958
1.0,268,12.628655
1.0,39,12.630515
1.0,35,12.631997
1.0,34,12.633435
1.0,188,12.641054
1.0,51,12.64319
1.0,155,12.649396
1.0,257,12.660485
1.0,77,12.663642
1.0,85,12.667095
1.0,102,12.671177
1.0,117,12.676734
1.0,109,12.681141
1.0,75,12.684188
1.0,142,12.689943
1.0,353,12.704031
1.0,43,12.705807
1.0,211,12.714206
1.0,39,12.715822
1.0,144,12.721591
1.0,57,12.723924
1.0,166,12.730578
1.0,43,12.732365
1.0,184,12.739737
1.0,49,12.741777
1.0,900,12.777603
1.0,83,12.780985
1.0,113,12.785576
1.0,62,12.7881
1.0,406,12.804195
1.0,360,12.818523
1.0,59,12.820961
1.0,29,12.822186
1.0,73,12.825154
1.0,240,12.834855
1.0,319,12.847518
1.0,61,12.850021
1.0,39,12.851637
1.0,127,12.856759
1.0,29,12.857994
1.0,49,12.859995
1.0,81,12.863241
1.0,43,12.865005
1.0,31,12.866307
1.0,35,12.867764
1.0,140,12.873444
1.0,667,12.899832
1.0,811,12.931924
1.0,49,12.933949
1.0,321,12.946683
1.0,43,12.948462
1.0,33,12.949847
1.0,45,12.951693
1.0,73,12.954652
1.0,98,12.958714
1.0,49,12.960719
1.0,45,12.96259
1.0,348,12.976393
1.0,54,12.978623
1.0,71,12.981488
1.0,100,12.985504
1.0,29,12.986726
1.0,35,12.988179
1.0,153,12.99432
1.0,61,12.996804
1.0,170,13.00361
1.0,136,13.009088
1.0,89,13.012678
1.0,138,13.018217
1.0,44,13.020029
1.0,49,13.022058
1.0,45,13.023899
1.0,62,13.026443
1.0,33,13.027811
1.0,56,13.030122
1.0,194,13.038172
1.0,41,13.040014
1.0,33,13.041425
1.0,41,13.043125
1.0,166,13.0498
1.0,25,13.050865
1.0,27,13.052012
1.0,128,13.058076
1.0,137,13.063654
1.0,357,13.078675
0.0,91,13.082388
1.0,54,13.084587
1.0,75,13.087628
1.0,94,13.091428
1.0,72,13.094339
1.0,93,13.098099
1.0,131,13.103385
1.0,33,13.104748
1.0,489,13.124099
1.0,41,13.125823
1.0,166,13.132501
1.0,25,13.133583
1.0,77,13.136687
1.0,304,13.148788
1.0,41,13.150489
1.0,225,13.15952
1.0,114,13.164114
1.0,35,13.165596
1.0,59,13.167979
1.0,111,13.172464
1.0,100,13.176534
1.0,45,13.178406
1.0,41,13.180098
1.0,41,13.181796
1.0,419,13.198467
1.0,51,13.200557
1.0,43,13.202326
1.0,25,13.20338
1.0,118,13.208101
1.0,168,13.214838
1.0,124,13.219856
1.0,49,13.221886
1.0,81,13.225156
1.0,51,13.227252
1.0,197,13.235142
1.0,42,13.236886
1.0,210,13.245271
1.0,42,13.247029
1.0,164,13.253603
1.0,301,13.265613
1.0,51,13.267713
1.0,35,13.269161
1.0,277,13.280226
1.0,56,13.282561
1.0,71,13.285448
1.0,84,13.288841
1.0,103,13.292958
1.0,387,13.308319
1.0,27,13.309474
1.0,49,13.311477
1.0,557,13.333656
1.0,43,13.335448
1.0,27,13.336571
1.0,100,13.340631
1.0,56,13.342933
1.0,138,13.348499
1.0,75,13.35152
1.0,29,13.352743
1.0,84,13.356123
1.0,40,13.357781
1.0,56,13.360118
1.0,48,13.362095
1.0,37,13.36364
1.0,27,13.36478
1.0,63,13.367328
1.0,45,13.369191
1.0,139,13.374776
1.0,88,13.378336
1.0,71,13.381179
1.0,274,13.392161
1.0,37,13.393716
1.0,154,13.399882
1.0,29,13.401097
1.0,33,13.402478
1.0,228,13.41159
1.0,140,13.417207
1.0,107,13.421513
1.0,77,13.424641
1.0,69,13.42743
1.0,194,13.435236
1.0,35,13.4367
1.0,91,13.440591
1.0,31,13.441983
1.0,64,13.444701
1.0,464,13.464242
1.0,21,13.465199
1.0,35,13.46666
1.0,392,13.483169
1.0,148,13.48916
1.0,47,13.491098
1.0,55,13.493349
1.0,206,13.501573
1.0,156,13.507846
1.0,124,13.512872
1.0,31,13.514192
1.0,35,13.515648
1.0,29,13.516871
1.0,33,13.518258
1.0,81,13.521555
1.0,69,13.52437
1.0,271,13.535219
1.0,54,13.537454
1.0,425,13.554485
1.0,88,13.558125
0.0,90,13.561854
1.0,115,13.566509
1.0,70,13.56939
1.0,51,13.57148
1.0,25,13.57255
1.0,42,13.574288
1.0,67,13.57702
1.0,37,13.578569
1.0,114,13.583117
1.0,348,13.597033
1.0,27,13.598202
1.0,92,13.601903
1.0,287,13.613303
1.0,284,13.624639
1.0,35,13.626114
1.0,237,13.635561
1.0,74,13.638563
1.0,29,13.639777
1.0,27,13.640899
1.0,161,13.647392
1.0,126,13.652437
1.0,175,13.659423
1.0,112,13.663945
1.0,25,13.665007
1.0,59,13.667419
1.0,191,13.675037
1.0,106,13.679282
1.0,41,13.680973
1.0,101,13.685014
0.0,504,13.704989
1.0,33,13.706403
1.0,27,13.707534
1.0,37,13.709055
1.0,29,13.710272
1.0,138,13.715794
1.0,31,13.717089
1.0,343,13.730707
1.0,57,13.733059
1.0,59,13.73549
1.0,39,13.737103
